source,target,weight
Japan,Romania,1
Japan,Russian Federation,16
Japan,Rwanda,1
Japan,Saudi Arabia,17
Japan,Senegal,2
Japan,Serbia,2
Japan,Singapore,62
Japan,Slovenia,3
Japan,South Africa,9
Japan,South Korea,93
Japan,Spain,16
Japan,Sri Lanka,2
Japan,Sudan,2
Japan,Sweden,9
Japan,Switzerland,14
Japan,Taiwan,81
Japan,Thailand,1625
Japan,Turkey,6
Japan,Ukraine,2
Japan,United Kingdom,74
Japan,United States,164
Japan,Uruguay,1
Japan,Viet Nam,62
Japan,Zambia,2
Jordan,Lebanon,1
Jordan,Malaysia,1
Jordan,Morocco,2
Jordan,Netherlands,1
Jordan,Pakistan,1
Jordan,Portugal,1
Jordan,Russian Federation,1
Jordan,Singapore,1
Jordan,South Africa,1
Jordan,Thailand,5
Jordan,United Arab Emirates,1
Jordan,United Kingdom,1
Jordan,United States,5
Kazakhstan,Lithuania,1
Kazakhstan,Netherlands,1
Kazakhstan,New Zealand,1
Kazakhstan,Nigeria,1
Kazakhstan,Norway,1
Kazakhstan,Poland,1
Kazakhstan,Romania,1
Kazakhstan,Russian Federation,8
Kazakhstan,Rwanda,1
Kazakhstan,Sweden,2
Kazakhstan,Thailand,26
Kazakhstan,United Kingdom,2
Kazakhstan,United States,3
Kenya,Lebanon,1
Kenya,Mauritius,1
Kenya,Mexico,1
Kenya,Monaco,1
Kenya,Netherlands,1
Kenya,Philippines,1
Kenya,Senegal,1
Kenya,South Africa,3
Kenya,Sudan,1
Kenya,Sweden,1
Kenya,Switzerland,2
Kenya,Thailand,13
Kenya,United Kingdom,3
Kenya,United States,7
Kuwait,Nepal,1
Kuwait,Pakistan,1
Kuwait,Philippines,1
Kuwait,Singapore,2
Kuwait,South Korea,2
Kuwait,Taiwan,2
Kuwait,Thailand,4
Kuwait,United Kingdom,1
Kuwait,Viet Nam,1
Laos,Malaysia,2
Laos,Myanmar,3
Laos,New Zealand,1
Laos,Philippines,1
Laos,Singapore,1
Laos,Switzerland,2
Laos,Thailand,28
Laos,United Kingdom,4
Laos,United States,2
Laos,Viet Nam,4
Latvia,Nepal,1
Latvia,Netherlands,1
Latvia,Peru,1
Latvia,Poland,1
Latvia,Rwanda,1
Latvia,Senegal,1
Latvia,Singapore,1
Latvia,Spain,1
Latvia,Taiwan,2
Latvia,Uganda,1
Latvia,Ukraine,1
Latvia,United States,1
Lebanon,Malaysia,2
Lebanon,Mexico,4
Lebanon,Monaco,1
Lebanon,Nepal,1
Lebanon,New Zealand,1
Lebanon,Nigeria,1
Lebanon,Pakistan,1
Lebanon,Philippines,1
Lebanon,Portugal,1
Lebanon,Saudi Arabia,8
Lebanon,South Africa,2
Lebanon,South Korea,2
Lebanon,Spain,3
Lebanon,Sweden,1
Lebanon,Thailand,30
Lebanon,Turkey,2
Lebanon,United Arab Emirates,1
Lebanon,United Kingdom,3
Lebanon,United States,12
Lithuania,Malaysia,1
Lithuania,New Zealand,1
Lithuania,Poland,2
Lithuania,Sweden,1
Lithuania,Thailand,3
Lithuania,United States,1
Lithuania,Viet Nam,1
Luxembourg,Netherlands,1
Luxembourg,Spain,1
Luxembourg,Taiwan,1
Luxembourg,Thailand,4
Luxembourg,United Kingdom,3
Luxembourg,United States,1
Luxembourg,Viet Nam,1
Macau,Malaysia,1
Macau,Netherlands,1
Macau,Philippines,1
Macau,Portugal,1
Macau,Spain,1
Macau,Switzerland,1
Macau,Thailand,2
Macau,United States,1
Macau,Viet Nam,1
Malawi,Netherlands,1
Malawi,Nigeria,1
Malawi,Sweden,1
Malawi,Thailand,3
Malawi,Tunisia,1
Malawi,United Kingdom,1
Malawi,United States,1
Malaysia,Mauritius,1
Malaysia,Mexico,2
Malaysia,Mongolia,2
Malaysia,Myanmar,7
Malaysia,Netherlands,2
Malaysia,New Zealand,2
Malaysia,Nigeria,17
Malaysia,Norway,6
Malaysia,Oman,2
Malaysia,Pakistan,27
Malaysia,Philippines,47
Malaysia,Poland,8
Malaysia,Portugal,3
Malaysia,Qatar,3
Malaysia,Romania,1
Malaysia,Russian Federation,5
Malaysia,Saudi Arabia,23
Malaysia,Senegal,1
Malaysia,Serbia,1
Malaysia,Singapore,60
Malaysia,Slovenia,2
Malaysia,South Africa,8
Malaysia,South Korea,57
Malaysia,Spain,4
Malaysia,Sri Lanka,1
Malaysia,Sudan,1
Malaysia,Sweden,1
Malaysia,Switzerland,5
Malaysia,Taiwan,54
Malaysia,Thailand,487
Malaysia,Tunisia,6
Malaysia,Turkey,3
Malaysia,Uganda,1
Malaysia,Ukraine,1
Malaysia,United Arab Emirates,10
Malaysia,United Kingdom,36
Malaysia,United States,56
Malaysia,Viet Nam,55
Malta,Thailand,2
Malta,United Kingdom,1
Mauritania,Palestine,1
Mauritania,South Korea,1
Mauritania,United States,1
Mauritania,Yemen,1
Mauritius,Philippines,1
Mauritius,Thailand,2
Mauritius,United States,1
Mexico,Nepal,1
Mexico,Netherlands,7
Mexico,Norway,1
Mexico,Peru,1
Mexico,Philippines,1
Mexico,Poland,14
Mexico,Romania,2
Mexico,Russian Federation,3
Mexico,Saudi Arabia,5
Mexico,Senegal,1
Mexico,South Africa,5
Mexico,South Korea,11
Mexico,Spain,8
Mexico,Sudan,1
Mexico,Switzerland,4
Mexico,Syrian Arab Republic,1
Mexico,Taiwan,3
Mexico,Thailand,69
Mexico,Turkey,1
Mexico,United Arab Emirates,1
Mexico,United Kingdom,16
Mexico,United States,73
Mexico,Uruguay,2
Moldova,New Zealand,2
Moldova,South Korea,1
Moldova,Taiwan,1
Moldova,Thailand,3
Moldova,United States,1
Monaco,Sweden,1
Monaco,Thailand,1
Monaco,United States,1
Mongolia,Myanmar,2
Mongolia,South Korea,2
Mongolia,Thailand,5
Mongolia,Viet Nam,2
Morocco,Netherlands,1
Morocco,Niger,1
Morocco,Nigeria,1
Morocco,Saudi Arabia,1
Morocco,Singapore,1
Morocco,South Africa,2
Morocco,Thailand,4
Morocco,Turkey,1
Morocco,United Kingdom,3
Morocco,United States,8
Mozambique,Portugal,2
Mozambique,Switzerland,1
Mozambique,Thailand,4
Mozambique,United States,4
Myanmar,Nepal,2
Myanmar,Netherlands,1
Myanmar,Nigeria,1
Myanmar,Norway,1
Myanmar,Philippines,6
Myanmar,Singapore,3
Myanmar,Slovenia,1
Myanmar,South Korea,4
Myanmar,Taiwan,4
Myanmar,Thailand,58
Myanmar,Turkey,1
Myanmar,United Kingdom,4
Myanmar,United States,8
Myanmar,Viet Nam,8
Namibia,Poland,1
Namibia,South Africa,1
Namibia,United Kingdom,1
Nepal,Nigeria,1
Nepal,Norway,1
Nepal,Pakistan,3
Nepal,Palestine,1
Nepal,Philippines,4
Nepal,Rwanda,1
Nepal,Saudi Arabia,6
Nepal,Singapore,3
Nepal,South Korea,2
Nepal,Taiwan,4
Nepal,Thailand,21
Nepal,Turkey,1
Nepal,Ukraine,1
Nepal,United Kingdom,3
Nepal,United States,7
Nepal,Viet Nam,3
Netherlands,New Zealand,8
Netherlands,Nigeria,1
Netherlands,Norway,3
Netherlands,Pakistan,1
Netherlands,Peru,1
Netherlands,Philippines,5
Netherlands,Poland,14
Netherlands,Portugal,4
Netherlands,Qatar,1
Netherlands,Romania,1
Netherlands,Russian Federation,1
Netherlands,Senegal,3
Netherlands,Singapore,11
Netherlands,Slovakia,2
Netherlands,South Africa,5
Netherlands,South Korea,2
Netherlands,Spain,16
Netherlands,Sweden,5
Netherlands,Switzerland,13
Netherlands,Taiwan,4
Netherlands,Thailand,202
Netherlands,Tunisia,1
Netherlands,Turkey,2
Netherlands,Uganda,2
Netherlands,United Kingdom,64
Netherlands,United States,74
Netherlands,Viet Nam,6
Netherlands,Zambia,1
New Zealand,Norway,1
New Zealand,Poland,5
New Zealand,Russian Federation,5
New Zealand,Saudi Arabia,1
New Zealand,Singapore,4
New Zealand,South Africa,1
New Zealand,South Korea,5
New Zealand,Spain,1
New Zealand,Sweden,8
New Zealand,Taiwan,1
New Zealand,Thailand,73
New Zealand,United Kingdom,17
New Zealand,United States,18
New Zealand,Viet Nam,1
Niger,Nigeria,1
Niger,United Kingdom,1
Niger,United States,1
Nigeria,North Macedonia,3
Nigeria,Pakistan,2
Nigeria,Palestine,1
Nigeria,Philippines,1
Nigeria,Portugal,2
Nigeria,Rwanda,1
Nigeria,Saudi Arabia,4
Nigeria,Serbia,6
Nigeria,Slovakia,1
Nigeria,Slovenia,3
Nigeria,South Africa,3
Nigeria,South Korea,1
Nigeria,Spain,3
Nigeria,Sweden,4
Nigeria,Switzerland,2
Nigeria,Taiwan,1
Nigeria,Thailand,55
Nigeria,Tunisia,1
Nigeria,Turkey,1
Nigeria,Uganda,2
Nigeria,United Kingdom,7
Nigeria,United States,12
Nigeria,Viet Nam,1
North Macedonia,Portugal,1
North Macedonia,Saudi Arabia,4
North Macedonia,Serbia,2
North Macedonia,Slovenia,4
North Macedonia,Sweden,3
North Macedonia,Thailand,1
North Macedonia,United States,4
Norway,Oman,2
Norway,Pakistan,2
Norway,Philippines,2
Norway,Poland,1
Norway,Portugal,2
Norway,Romania,4
Norway,Russian Federation,2
Norway,Saudi Arabia,1
Norway,Singapore,1
Norway,South Korea,5
Norway,Spain,4
Norway,Sweden,4
Norway,Switzerland,3
Norway,Taiwan,7
Norway,Thailand,50
Norway,Turkey,2
Norway,United Kingdom,8
Norway,United States,19
Norway,Viet Nam,4
Norway,Zambia,1
Oman,Portugal,2
Oman,Saudi Arabia,1
Oman,South Africa,2
Oman,South Korea,2
Oman,Taiwan,2
Oman,Thailand,6
Oman,United States,1
Oman,Viet Nam,1
Pakistan,Peru,2
Pakistan,Philippines,2
Pakistan,Poland,1
Pakistan,Portugal,4
Pakistan,Romania,2
Pakistan,Russian Federation,3
Pakistan,Saudi Arabia,41
Pakistan,Serbia,1
Pakistan,Singapore,4
Pakistan,Slovenia,1
Pakistan,South Africa,2
Pakistan,South Korea,8
Pakistan,Spain,1
Pakistan,Sri Lanka,4
Pakistan,Sweden,2
Pakistan,Switzerland,2
Pakistan,Taiwan,7
Pakistan,Thailand,206
Pakistan,Tunisia,1
Pakistan,Turkey,3
Pakistan,Uganda,1
Pakistan,Ukraine,1
Pakistan,United Arab Emirates,3
Pakistan,United Kingdom,11
Pakistan,United States,19
Pakistan,Uruguay,1
Pakistan,Viet Nam,7
Palestine,Saudi Arabia,1
Palestine,South Korea,1
Palestine,Thailand,4
Palestine,United Kingdom,1
Palestine,United States,2
Palestine,Yemen,2
Panama,Thailand,2
Panama,United Kingdom,3
Panama,United States,4
Papua New Guinea,Switzerland,2
Papua New Guinea,Thailand,2
Papua New Guinea,United Kingdom,1
Papua New Guinea,Viet Nam,1
Peru,Poland,1
Peru,Portugal,1
Peru,Saudi Arabia,2
Peru,Senegal,1
Peru,South Africa,3
Peru,Spain,1
Peru,Switzerland,1
Peru,Thailand,9
Peru,Uganda,1
Peru,United Kingdom,2
Peru,United States,4
Philippines,Portugal,2
Philippines,Russian Federation,1
Philippines,Saudi Arabia,4
Philippines,Senegal,1
Philippines,Singapore,37
Philippines,South Africa,1
Philippines,South Korea,20
Philippines,Spain,1
Philippines,Sweden,1
Philippines,Switzerland,2
Philippines,Taiwan,26
Philippines,Thailand,135
Philippines,Turkey,2
Philippines,Uganda,1
Philippines,United Kingdom,8
Philippines,United States,10
Philippines,Viet Nam,30
Philippines,Zambia,2
Poland,Portugal,2
Poland,Qatar,2
Poland,Romania,1
Poland,Russian Federation,11
Poland,Senegal,2
Poland,Singapore,5
Poland,Slovakia,2
Poland,South Africa,4
Poland,South Korea,5
Poland,Spain,8
Poland,Sweden,2
Poland,Switzerland,4
Poland,Taiwan,12
Poland,Thailand,93
Poland,Turkey,1
Poland,Uganda,2
Poland,United Kingdom,19
Poland,United States,30
Poland,Viet Nam,1
Portugal,Qatar,1
Portugal,Russian Federation,1
Portugal,Saudi Arabia,6
Portugal,Serbia,2
Portugal,Singapore,2
Portugal,Slovenia,1
Portugal,South Africa,5
Portugal,South Korea,2
Portugal,Spain,9
Portugal,Sweden,1
Portugal,Switzerland,4
Portugal,Taiwan,3
Portugal,Thailand,51
Portugal,Tunisia,1
Portugal,Turkey,2
Portugal,Uganda,4
Portugal,United Kingdom,14
Portugal,United States,16
Puerto Rico,Thailand,1
Puerto Rico,United States,1
Qatar,Saudi Arabia,1
Qatar,South Africa,1
Qatar,Spain,1
Qatar,Switzerland,1
Qatar,Thailand,10
Qatar,Turkey,1
Qatar,United Arab Emirates,1
Qatar,United Kingdom,1
Qatar,United States,3
Romania,Saudi Arabia,1
Romania,Serbia,1
Romania,Singapore,1
Romania,South Africa,1
Romania,Spain,4
Romania,Sweden,3
Romania,Switzerland,1
Romania,Taiwan,1
Romania,Thailand,25
Romania,Turkey,1
Romania,United Kingdom,9
Romania,United States,3
Russian Federation,Saudi Arabia,3
Russian Federation,Senegal,1
Russian Federation,Serbia,1
Russian Federation,Singapore,2
Russian Federation,Slovakia,9
Russian Federation,South Korea,5
Russian Federation,South Sudan,1
Russian Federation,Spain,9
Russian Federation,Sweden,5
Russian Federation,Switzerland,2
Russian Federation,Taiwan,2
Russian Federation,Thailand,82
Russian Federation,Turkey,4
Russian Federation,Uganda,2
Russian Federation,Ukraine,2
Russian Federation,United Kingdom,9
Russian Federation,United States,19
Russian Federation,Viet Nam,4
Rwanda,Singapore,2
Rwanda,Taiwan,1
Rwanda,Thailand,2
Rwanda,Ukraine,1
Rwanda,United Kingdom,1
Rwanda,United States,1
Saudi Arabia,Serbia,2
Saudi Arabia,Singapore,8
Saudi Arabia,Slovakia,1
Saudi Arabia,Slovenia,3
Saudi Arabia,South Africa,6
Saudi Arabia,South Korea,15
Saudi Arabia,Spain,7
Saudi Arabia,Sweden,4
Saudi Arabia,Switzerland,1
Saudi Arabia,Syrian Arab Republic,1
Saudi Arabia,Taiwan,6
Saudi Arabia,Thailand,162
Saudi Arabia,Tunisia,5
Saudi Arabia,Turkey,4
Saudi Arabia,Uganda,2
Saudi Arabia,United Arab Emirates,3
Saudi Arabia,United Kingdom,14
Saudi Arabia,United States,34
Saudi Arabia,Uruguay,1
Saudi Arabia,Viet Nam,7
Saudi Arabia,Yemen,1
Senegal,South Africa,3
Senegal,Spain,1
Senegal,Sudan,1
Senegal,Switzerland,1
Senegal,Taiwan,1
Senegal,Thailand,7
Senegal,Turkey,1
Senegal,Uganda,3
Senegal,United Kingdom,5
Senegal,United States,6
Senegal,Uruguay,1
Serbia,Singapore,1
Serbia,Slovenia,2
Serbia,South Korea,1
Serbia,Taiwan,1
Serbia,Thailand,22
Serbia,Turkey,1
Serbia,Ukraine,1
Serbia,United Kingdom,3
Serbia,United States,2
Serbia,Viet Nam,2
Singapore,Slovenia,1
Singapore,South Africa,5
Singapore,South Korea,53
Singapore,Spain,5
Singapore,Sri Lanka,1
Singapore,Sweden,3
Singapore,Switzerland,3
Singapore,Taiwan,57
Singapore,Thailand,295
Singapore,Ukraine,1
Singapore,United Kingdom,35
Singapore,United States,52
Singapore,Uruguay,1
Singapore,Viet Nam,25
Slovakia,South Korea,2
Slovakia,Thailand,26
Slovakia,United Kingdom,3
Slovakia,United States,5
Slovenia,Sweden,3
Slovenia,Taiwan,1
Slovenia,Thailand,11
Slovenia,United Arab Emirates,1
Slovenia,United Kingdom,3
Slovenia,United States,6
South Africa,South Korea,4
South Africa,Spain,7
South Africa,Sweden,2
South Africa,Switzerland,10
South Africa,Syrian Arab Republic,1
South Africa,Taiwan,6
South Africa,Tanzania,1
South Africa,Thailand,75
South Africa,Uganda,4
South Africa,United Arab Emirates,1
South Africa,United Kingdom,29
South Africa,United States,31
South Africa,Uruguay,2
South Africa,Viet Nam,1
South Africa,Zambia,1
South Africa,Zimbabwe,4
South Korea,Spain,13
South Korea,Sri Lanka,1
South Korea,Sweden,3
South Korea,Switzerland,5
South Korea,Taiwan,72
South Korea,Thailand,364
South Korea,Tunisia,1
South Korea,Turkey,4
South Korea,Ukraine,1
South Korea,United Arab Emirates,3
South Korea,United Kingdom,25
South Korea,United States,71
South Korea,Viet Nam,25
South Korea,Yemen,1
South Sudan,Thailand,1
Spain,Sweden,13
Spain,Switzerland,11
Spain,Taiwan,5
Spain,Thailand,125
Spain,Turkey,5
Spain,United Kingdom,49
Spain,United States,63
Spain,Uruguay,3
Spain,Viet Nam,2
Sri Lanka,Taiwan,1
Sri Lanka,Thailand,20
Sri Lanka,United Kingdom,1
Sri Lanka,United States,2
Sudan,Switzerland,1
Sudan,Taiwan,1
Sudan,Thailand,5
Sudan,United Kingdom,1
Sudan,United States,2
Sudan,Uruguay,1
Sweden,Switzerland,4
Sweden,Taiwan,3
Sweden,Thailand,214
Sweden,Tunisia,1
Sweden,Turkey,4
Sweden,Uganda,1
Sweden,United Kingdom,31
Sweden,United States,41
Sweden,Uruguay,3
Sweden,Venezuela,1
Sweden,Viet Nam,2
Sweden,Zambia,1
Switzerland,Taiwan,5
Switzerland,Tanzania,2
Switzerland,Thailand,121
Switzerland,Turkey,1
Switzerland,Uganda,2
Switzerland,United Kingdom,38
Switzerland,United States,56
Switzerland,Uruguay,2
Switzerland,Viet Nam,4
Switzerland,Zambia,2
Switzerland,Zimbabwe,1
Syrian Arab Republic,Thailand,1
Syrian Arab Republic,United States,1
Taiwan,Thailand,386
Taiwan,Tunisia,2
Taiwan,Turkey,5
Taiwan,Ukraine,1
Taiwan,United Kingdom,19
Taiwan,United States,45
Taiwan,Uruguay,1
Taiwan,Viet Nam,19
Tanzania,United Kingdom,1
Tanzania,United States,1
Thailand,Trinidad and Tobago,2
Thailand,Tunisia,8
Thailand,Turkey,43
Thailand,Uganda,17
Thailand,Ukraine,4
Thailand,United Arab Emirates,29
Thailand,United Kingdom,835
Thailand,United States,2340
Thailand,Uruguay,2
Thailand,Venezuela,1
Thailand,Viet Nam,411
Thailand,Yemen,1
Thailand,Zambia,5
Thailand,Zimbabwe,6
Trinidad and Tobago,Turkey,2
Trinidad and Tobago,United States,2
Tunisia,United Arab Emirates,2
Tunisia,United Kingdom,1
Turkey,Ukraine,2
Turkey,United Kingdom,8
Turkey,United States,27
Turkey,Viet Nam,1
Uganda,United Kingdom,5
Uganda,United States,8
Uganda,Zambia,1
Uganda,Zimbabwe,4
Ukraine,United Kingdom,1
Ukraine,United States,3
United Arab Emirates,United Kingdom,4
United Arab Emirates,United States,5
United Kingdom,United States,229
United Kingdom,Uruguay,4
United Kingdom,Viet Nam,22
United Kingdom,Zambia,2
United Kingdom,Zimbabwe,4
United States,Uruguay,2
United States,Venezuela,1
United States,Viet Nam,43
United States,Yemen,1
United States,Zambia,2
United States,Zimbabwe,5
Zambia,Zimbabwe,1
